id,class_id,amnt_vertices,amnt_faces,water_tight,bounding_box,is_triangle
49,0,989,1850,0,[0.02518855 0.02537312 0.025      0.975      0.800992   0.691101  ],1.0
50,0,927,1850,1,[0.025    0.025    0.025    0.406048 0.564283 0.975   ],1.0
51,0,1206,2392,1,[0.025    0.025    0.025    0.975    0.479684 0.551688],1.0
52,0,1134,2312,0,[0.025    0.025    0.025    0.975    0.620667 0.909953],1.0
53,0,1045,1849,0,[0.025      0.02658675 0.0253863  0.16329925 0.3486595  0.9727605 ],1.0
54,0,1049,1850,0,[0.02553368 0.025      0.02686573 0.25475375 0.36950688 0.972948  ],1.0
55,0,1029,1850,0,[0.02513337 0.02771197 0.0287746  0.18119775 0.3798795  0.972082  ],1.0
56,0,1027,1850,0,[0.02526464 0.02802931 0.02899645 0.168734   0.367036   0.974697  ],1.0
57,0,1029,1850,0,[0.025      0.02696058 0.02514605 0.143963   0.38932897 0.975     ],1.0
58,0,927,1850,0,[0.025    0.025    0.025    0.537049 0.500211 0.975   ],1.0
59,0,47,1840,0,[0.025 0.025 0.025 0.225 0.225 0.975],1.0
60,0,927,1850,1,[0.025     0.025     0.025     0.348674  0.407675  0.9747295],1.0
61,0,760,1352,0,[0.025    0.025    0.025    0.18743  0.443396 0.975   ],1.0
62,0,958,1912,1,[0.025    0.025    0.025    0.131276 0.749178 0.975   ],1.0
63,0,1112,1792,0,[0.025    0.025    0.025    0.975    0.724541 0.777238],1.0
64,0,931,1776,0,[0.025    0.025    0.025    0.975    0.545087 0.1789  ],1.0
65,0,1004,1930,0,[0.025    0.025    0.025    0.399816 0.604595 0.975   ],1.0
66,0,860,1849,0,[0.025     0.025     0.0251643 0.445705  0.547553  0.974383 ],1.0
67,0,927,1850,1,[0.0257294  0.02589453 0.02541552 0.9743785  0.24888575 0.388881  ],1.0
68,0,929,1850,0,[0.025    0.025    0.025    0.975    0.278519 0.18743 ],1.0
69,0,1174,2272,0,[0.025    0.025    0.025    0.357325 0.264776 0.975   ],1.0
70,0,1186,2240,0,[0.025    0.025    0.025    0.454415 0.266076 0.975   ],1.0
71,0,927,1850,1,[0.025    0.025    0.025    0.32599  0.371535 0.975   ],1.0
72,0,1237,2360,0,[0.025    0.025    0.025    0.456203 0.262828 0.975   ],1.0
73,0,1133,2256,0,[0.025    0.025    0.025    0.975    0.610865 0.376181],1.0
74,0,919,1850,0,[0.025    0.025    0.025    0.321844 0.321596 0.975   ],1.0
75,0,1094,2048,0,[0.025    0.025    0.025    0.538384 0.299311 0.975   ],1.0
76,0,927,1850,0,[0.02593025 0.025      0.025      0.395      0.35314    0.975     ],1.0
77,0,952,1850,0,[0.02606155 0.0280388  0.02894161 0.975      0.40354038 0.610933  ],1.0
78,0,1114,1849,0,[0.025    0.025    0.025    0.975    0.51665  0.428181],1.0
79,0,1051,1850,0,[0.025    0.025    0.025    0.975    0.256171 0.300958],1.0
80,0,1104,2104,0,[0.025    0.025    0.025    0.975    0.308883 0.416001],1.0
81,0,857,1673,0,[0.025  0.025  0.025  0.4145 0.291  0.975 ],1.0
82,0,931,1850,1,[0.02826855 0.02533232 0.0254454  0.9749135  0.780495   0.650292  ],1.0
83,0,976,1850,0,[0.025    0.025    0.025    0.712854 0.975    0.706513],1.0
84,0,993,1850,0,[0.025      0.025      0.0250338  0.0777835  0.0683238  0.97484488],1.0
85,0,1050,1850,0,[0.025      0.025      0.02543545 0.542246   0.499417   0.975     ],1.0
86,0,1088,1850,0,[0.025    0.025    0.025    0.18809  0.627269 0.975   ],1.0
87,0,691,1331,0,[0.025    0.025    0.025    0.305914 0.811559 0.975   ],1.0
88,0,933,1850,1,[0.025    0.025    0.025    0.244397 0.617999 0.975   ],1.0
89,0,920,1850,0,[0.02578399 0.02587026 0.0268277  0.36530075 0.830273   0.97120956],1.0
90,0,935,1850,0,[0.02748615 0.0256126  0.025      0.4830965  0.5735     0.9748505 ],1.0
91,0,939,1850,0,[0.0263288  0.02541497 0.025      0.337007   0.86107    0.9737735 ],1.0
92,0,936,1849,0,[0.02699685 0.02544783 0.02549705 0.33339125 0.889194   0.9740795 ],1.0
93,0,974,1856,1,[0.025    0.025    0.025    0.975    0.657726 0.29666 ],1.0
94,0,1023,1850,0,"[-3.92776283e+07 -1.72298088e+08 -4.54395000e+08  5.64215813e+07
  2.10176938e+07  8.06863307e+06]",1.0
95,0,956,1908,1,[0.025    0.025    0.025    0.254726 0.413236 0.975   ],1.0
96,0,938,1850,0,[0.02631275 0.02522475 0.02826088 0.270975   0.5367225  0.97362956],1.0
97,0,937,1850,0,[0.0263556  0.0256644  0.02519525 0.2790215  0.542076   0.97337525],1.0
98,0,936,1850,0,[0.02635145 0.02588283 0.0270655  0.2782765  0.518698   0.9744275 ],1.0
99,0,931,1850,0,[0.0253818  0.025      0.02576035 0.337893   0.5106195  0.973701  ],1.0
100,1,606,1208,1,[0.025    0.025    0.025    0.558031 0.458469 0.975   ],1.0
101,1,1143,2204,0,[0.025    0.025    0.025    0.408786 0.685159 0.975   ],1.0
102,1,966,1850,0,[0.025    0.025    0.025    0.401002 0.450621 0.975   ],1.0
103,1,964,1849,0,[0.025      0.02507265 0.025      0.245812   0.7261015  0.974433  ],1.0
104,1,926,1848,1,[0.025    0.025    0.025    0.975    0.781594 0.282277],1.0
105,1,974,1850,0,[0.025    0.025    0.025    0.269551 0.975    0.946481],1.0
106,1,924,1850,0,[0.025   0.025   0.025   0.21348 0.65884 0.975  ],1.0
107,1,932,1849,0,[0.025      0.025      0.025      0.263878   0.8868335  0.97343525],1.0
108,1,926,1850,0,[0.02829446 0.0252232  0.0251052  0.973522   0.90536925 0.28045   ],1.0
109,1,979,1850,0,[0.02785685 0.025      0.025      0.8316555  0.975      0.465593  ],1.0
110,1,927,1850,1,[0.025    0.025    0.025    0.47055  0.719399 0.975   ],1.0
111,1,1238,2442,0,[0.025    0.025    0.025    0.414531 0.678081 0.975   ],1.0
112,1,931,1850,0,[0.0279547  0.02623309 0.02815862 0.935272   0.9737295  0.6547555 ],1.0
113,1,1168,1849,0,[0.0423202 0.0270912 0.025     0.309216  0.975     0.168733 ],1.0
114,1,1069,1849,0,[0.02581205 0.0262968  0.025      0.3384     0.975      0.17368   ],1.0
115,1,1062,1849,0,[0.025     0.025     0.0252914 0.44115   0.975     0.702166 ],1.0
116,1,1151,1849,0,[0.0272122  0.0256736  0.0255261  0.297286   0.97394662 0.17006794],1.0
117,1,1038,1847,0,[0.025604 0.025    0.025    0.218284 0.975    0.198712],1.0
118,1,971,1850,0,[0.025    0.025    0.025    0.283933 0.975    0.197224],1.0
119,1,975,1850,0,[0.025    0.025    0.025    0.275279 0.975    0.216721],1.0
120,1,971,1850,0,[0.025    0.025    0.025    0.272396 0.975    0.222875],1.0
121,1,965,1849,0,[0.025    0.025    0.025    0.316116 0.975    0.205277],1.0
122,1,970,1849,0,[0.025    0.025    0.025    0.281675 0.975    0.275883],1.0
123,1,972,1849,0,[0.025    0.025    0.025    0.273174 0.975    0.285059],1.0
124,1,992,1849,0,[0.025    0.025    0.025    0.299149 0.975    0.234196],1.0
125,1,1250,2500,1,[0.025    0.025    0.025    0.353075 0.291865 0.975   ],1.0
126,1,1007,1850,0,[0.025    0.025    0.025    0.258991 0.975    0.174844],1.0
127,1,756,1796,0,[0.025    0.025    0.025    0.305485 0.975    0.180612],1.0
128,1,974,1850,0,[0.025    0.025    0.025    0.284853 0.975    0.242942],1.0
129,1,401,1850,0,[0.0252115  0.0296204  0.02636525 0.27224    0.975      0.19257975],1.0
130,1,1025,1865,0,[0.025    0.025    0.025    0.292015 0.975    0.178544],1.0
131,1,1230,1850,0,[0.0255513 0.0255512 0.025     0.321686  0.197527  0.975    ],1.0
132,1,1162,1850,0,[0.025    0.02514  0.025    0.196376 0.302532 0.975   ],1.0
133,1,1040,1849,0,[0.025     0.0251221 0.0257252 0.334336  0.975     0.215259 ],1.0
134,1,1041,1849,0,[0.025    0.025    0.025    0.237936 0.975    0.184611],1.0
135,1,983,1850,0,[0.025    0.025    0.025    0.296721 0.975    0.268929],1.0
136,1,972,1849,0,[0.025    0.025    0.025    0.290972 0.975    0.205733],1.0
137,1,934,1850,0,[0.0264003  0.025      0.02575845 0.4089335  0.975      0.232007  ],1.0
138,1,928,1850,0,[0.02549958 0.0253411  0.025909   0.3800485  0.25092456 0.97377075],1.0
139,1,1005,1850,1,[0.0264247  0.02921526 0.02701633 0.521824   0.974446   0.24166591],1.0
140,1,927,1850,0,[0.02555285 0.0250857  0.02568868 0.3971615  0.21758577 0.97404975],1.0
141,1,1229,1850,0,[0.0252781 0.025     0.0262489 0.324599  0.975     0.324182 ],1.0
142,1,1037,1849,0,[0.025      0.02612426 0.0250089  0.566178   0.97488075 0.185222  ],1.0
143,1,1006,1849,0,[0.02588704 0.02614976 0.02512735 0.40824    0.974884   0.189718  ],1.0
144,1,674,1302,0,[0.025    0.025    0.025    0.332412 0.975    0.204358],1.0
145,1,927,1850,0,[0.0256147  0.02511585 0.02692343 0.37222247 0.974316   0.501736  ],1.0
146,1,1179,1849,0,[0.02515045 0.025      0.0265025  0.357079   0.975      0.3983645 ],1.0
147,1,1067,1847,0,[0.025      0.02502545 0.025      0.355968   0.97400637 0.2317485 ],1.0
148,1,949,1850,0,[0.02905362 0.025      0.0259729  0.52988019 0.975      0.218602  ],1.0
149,1,927,1850,1,[0.025911   0.02568681 0.0254156  0.19785805 0.974851   0.31773575],1.0
150,1,1217,1849,0,[0.025556 0.025    0.025556 0.237902 0.975    0.382986],1.0
151,1,937,1850,0,[0.026869   0.0254962  0.02561042 0.29646575 0.9735905  0.239721  ],1.0
152,1,1048,1849,0,[0.02631833 0.025      0.0255148  0.37476962 0.97270875 0.245004  ],1.0
153,1,1046,1850,0,[0.02508845 0.025      0.0250005  0.3259105  0.97429125 0.22227525],1.0
154,1,1032,1850,0,[0.025    0.025    0.025    0.316961 0.975    0.239042],1.0
155,1,927,1850,1,[0.02527605 0.025      0.025      0.510462   0.975      0.201783  ],1.0
156,1,933,1850,1,[0.0252287  0.0260949  0.0255724  0.409205   0.9736445  0.20879125],1.0
157,1,747,1430,1,[0.395717  0.0367074 0.025     0.656239  0.69296   0.197533 ],1.0
158,1,980,1849,0,[0.025    0.025    0.025    0.366645 0.975    0.23908 ],1.0
159,1,967,1850,0,[0.025    0.025    0.025    0.317127 0.975    0.214102],1.0
160,1,894,1627,0,[0.025    0.025    0.025    0.367933 0.975    0.409963],1.0
161,1,1021,1850,0,[0.025    0.025    0.025    0.349692 0.975    0.182098],1.0
162,1,987,1850,0,[0.0251577 0.025     0.025     0.356311  0.975     0.253653 ],1.0
163,1,986,1849,0,[0.025    0.025    0.025    0.29804  0.975    0.194092],1.0
164,1,728,1396,1,[0.025    0.025    0.025    0.326765 0.975    0.202706],1.0
165,1,551,1850,0,[0.025    0.025    0.025    0.336125 0.975    0.198377],1.0
166,1,524,1848,0,[0.025    0.025    0.025    0.295275 0.975    0.322111],1.0
167,1,933,1850,0,[0.025    0.025    0.025    0.356041 0.975    0.500596],1.0
168,1,896,1849,0,[0.025     0.0251796 0.025     0.392552  0.975     0.2118085],1.0
169,1,1059,2001,0,[0.025    0.025    0.025    0.3181   0.975    0.190571],1.0
170,1,956,1850,0,[0.02599606 0.0257395  0.02546375 0.34933119 0.974758   0.151643  ],1.0
171,1,614,1094,0,[0.025    0.025    0.025    0.4886   0.975    0.224737],1.0
172,1,745,1413,0,[0.025    0.025    0.025    0.316299 0.975    0.15938 ],1.0
173,1,1003,1702,0,[0.025    0.025    0.025    0.286928 0.975    0.177397],1.0
174,1,1196,2308,1,[0.025    0.025    0.025    0.405801 0.975    0.233696],1.0
175,1,658,1079,0,[0.0251185 0.0417866 0.031331  0.335592  0.970208  0.333036 ],1.0
176,1,708,1288,1,[0.025    0.025    0.025    0.432787 0.975    0.194575],1.0
177,1,959,1850,0,[0.025    0.025    0.025    0.380033 0.975    0.333153],1.0
178,1,927,1850,0,[0.02520455 0.0256406  0.025      0.3420205  0.9733615  0.183999  ],1.0
179,1,947,1850,0,[0.02712425 0.0259532  0.025573   0.38932237 0.974054   0.17866528],1.0
180,1,1129,1850,0,[0.02898496 0.03323201 0.0350556  0.29011625 0.97046725 0.16540016],1.0
181,1,949,1849,0,[0.0267711  0.0250113  0.02636735 0.4442705  0.975      0.225933  ],1.0
182,1,930,1850,0,[0.02652139 0.0250795  0.0274331  0.39243791 0.973749   0.16494731],1.0
183,1,973,1849,0,[0.025     0.025     0.025     0.899065  0.974239  0.3808855],1.0
184,1,969,1850,0,[0.025    0.025    0.025    0.283631 0.975    0.177975],1.0
185,1,978,1850,0,[0.025    0.025    0.025    0.297162 0.975    0.304865],1.0
186,1,1092,1850,0,[0.025    0.025    0.025    0.322825 0.975    0.182462],1.0
187,1,979,1850,0,[0.025     0.0250176 0.025     0.562915  0.975     0.476143 ],1.0
188,1,1087,1850,0,[0.025    0.025    0.025    0.309395 0.975    0.193661],1.0
189,1,1078,2104,0,[0.025    0.025    0.025    0.287813 0.975    0.173873],1.0
190,1,1022,1777,0,[0.025    0.025    0.025    0.462848 0.975    0.456327],1.0
191,1,909,1850,0,[0.025  0.025  0.025  0.519  0.975  0.2151],1.0
192,1,975,1850,0,[0.025    0.025    0.025    0.278991 0.975    0.247654],1.0
193,1,971,1849,0,[0.025      0.02586185 0.02536171 0.388658   0.96852991 0.519826  ],1.0
194,1,1170,1850,0,[0.0255963 0.025     0.0264921 0.237304  0.975     0.395937 ],1.0
195,1,963,1850,0,[0.0251252  0.0254906  0.025324   0.29214925 0.9692185  0.4292035 ],1.0
196,1,1005,1849,0,[0.02500805 0.025      0.025      0.4408875  0.975      0.194826  ],1.0
197,1,1214,1850,0,[0.0255995 0.025     0.0257494 0.185681  0.975     0.2963   ],1.0
198,1,382,1843,0,[0.025      0.02506478 0.0267515  0.405763   0.97404175 0.357259  ],1.0
199,1,997,1850,1,[0.025      0.0274921  0.0263899  0.376621   0.224602   0.97363675],1.0
200,2,971,1850,0,[0.025    0.025    0.025    0.339247 0.235966 0.975   ],1.0
201,2,926,1850,0,[0.02628298 0.02705468 0.0254768  0.63677516 0.253942   0.97375   ],1.0
202,2,957,1850,0,[0.025    0.025    0.025    0.295623 0.975    0.225712],1.0
203,2,930,1850,0,[0.025    0.025    0.025    0.342608 0.975    0.234325],1.0
204,2,1224,2338,0,[0.025    0.025    0.025    0.340756 0.975    0.353742],1.0
205,2,662,1242,0,[0.025    0.025    0.025    0.383616 0.975    0.231815],1.0
206,2,1029,1850,0,[0.02535887 0.0256758  0.025      0.283385   0.260718   0.9747655 ],1.0
207,2,1070,1849,0,[0.025     0.0255521 0.025     0.3540525 0.975     0.30667  ],1.0
208,2,927,1850,1,[0.025    0.025    0.025    0.368732 0.975    0.179024],1.0
209,2,626,1848,0,[0.025    0.025    0.025    0.381943 0.975    0.311037],1.0
210,2,816,1616,1,[0.025    0.025    0.025    0.622535 0.975    0.598927],1.0
211,2,900,1849,0,[0.0259688  0.0253419  0.025      0.33783    0.975      0.22677625],1.0
212,2,927,1850,1,[0.02524845 0.025      0.025      0.5558725  0.975      0.183177  ],1.0
213,2,955,1850,0,[0.025    0.025    0.025    0.295623 0.975    0.219917],1.0
214,2,989,1850,0,[0.0255905 0.0259658 0.025     0.2925495 0.975     0.2240565],1.0
215,2,689,1341,0,[0.025    0.025    0.025    0.294287 0.975    0.187245],1.0
216,2,1068,1849,0,[0.025      0.0264844  0.025      0.384915   0.97402125 0.491858  ],1.0
217,2,955,1835,0,[0.025    0.025    0.025    0.326559 0.975    0.291927],1.0
218,2,947,1862,1,[0.025    0.025    0.025    0.750381 0.975    0.494502],1.0
219,2,523,1849,0,[0.025    0.025    0.025    0.897757 0.975    0.185763],1.0
220,2,981,1850,0,[0.02659737 0.02569029 0.0250534  0.92556412 0.9736025  0.22367625],1.0
221,2,934,1849,0,[0.02619315 0.02528597 0.0250085  0.92528706 0.973653   0.210757  ],1.0
222,2,928,1849,0,[0.02870558 0.02775502 0.02569426 0.97149887 0.9598     0.21983331],1.0
223,2,919,1850,0,[0.02839414 0.0267463  0.02753963 0.92709725 0.9746465  0.19251   ],1.0
224,2,931,1850,0,[0.02783775 0.0275675  0.02624875 0.97253713 0.953229   0.197479  ],1.0
225,2,955,1850,0,[0.02639887 0.0253532  0.02574095 0.89264333 0.97407137 0.171414  ],1.0
226,2,929,1850,0,[0.0268384  0.0262297  0.0256979  0.85045613 0.9749125  0.262392  ],1.0
227,2,642,1849,0,[0.03757789 0.025      0.02551348 0.88016345 0.974024   0.26538025],1.0
228,2,735,1849,0,[0.02976559 0.02502905 0.025      0.94989961 0.97264431 0.377678  ],1.0
229,2,981,1849,0,[0.02678655 0.0260336  0.025      0.927981   0.97476375 0.211418  ],1.0
230,2,1069,1850,0,[0.02672659 0.02621303 0.025      0.89997362 0.97477175 0.21293   ],1.0
231,2,1026,1850,0,[0.02950265 0.02502745 0.025      0.90288925 0.974994   0.34728525],1.0
232,2,927,1850,1,[0.025    0.025    0.025    0.892351 0.975    0.292537],1.0
233,2,747,1430,1,[0.025    0.025    0.025    0.967279 0.975    0.207388],1.0
234,2,965,1850,0,[0.025    0.025    0.025    0.843264 0.975    0.214802],1.0
235,2,927,1850,1,[0.025    0.025    0.025    0.849048 0.975    0.247928],1.0
236,2,1021,1849,0,[0.02787847 0.0259275  0.025      0.9719055  0.95585    0.26028875],1.0
237,2,927,1850,1,[0.025    0.025    0.025    0.925512 0.975    0.15042 ],1.0
238,2,1096,1850,0,[0.025    0.025    0.025    0.900705 0.975    0.201636],1.0
239,2,1121,1849,0,[0.025    0.025    0.025    0.73491  0.975    0.216618],1.0
240,2,716,1352,1,[0.025    0.025    0.025    0.903961 0.975    0.192413],1.0
241,2,589,874,0,[0.025    0.025    0.025    0.798532 0.975    0.336804],1.0
242,2,598,880,0,[0.025    0.025    0.025    0.868253 0.975    0.441164],1.0
243,2,1128,1850,0,[0.025    0.025    0.025    0.919047 0.975    0.202954],1.0
244,2,1094,1849,0,[0.025    0.025    0.025    0.873235 0.975    0.203622],1.0
245,2,1123,1850,0,[0.025    0.025    0.025    0.916742 0.975    0.184659],1.0
246,2,583,886,0,[0.025    0.025    0.025    0.793012 0.975    0.181295],1.0
247,2,968,1848,0,[0.0374333  0.02558585 0.02679855 0.9664485  0.89036075 0.1939845 ],1.0
248,2,1019,1849,0,[0.025    0.025    0.025    0.917266 0.975    0.171275],1.0
249,2,963,1850,0,[0.02777211 0.025      0.0269968  0.72847381 0.973856   0.30413838],1.0
250,2,996,1849,0,[0.02597949 0.025      0.025      0.7181425  0.975      0.185573  ],1.0
251,2,927,1850,1,[0.0272944  0.0258911  0.02600175 0.739943   0.97459463 0.18997703],1.0
252,2,937,1849,0,[0.0262205  0.02618359 0.025      0.97223956 0.96868612 0.25117928],1.0
253,2,1000,1850,0,[0.02692345 0.025      0.02634595 0.7166525  0.9740515  0.24255   ],1.0
254,2,996,1849,0,[0.0287376 0.025     0.025001  0.6693545 0.974556  0.169136 ],1.0
255,2,949,1850,0,[0.0322771  0.0258674  0.0261     0.93863466 0.9740235  0.17844175],1.0
256,2,936,1850,0,[0.02519135 0.025      0.02559605 0.55276413 0.97299687 0.798897  ],1.0
257,2,938,1850,0,[0.025    0.025    0.025    0.409814 0.899138 0.975   ],1.0
258,2,932,1849,0,[0.0267848  0.0258198  0.0255577  0.68295    0.97415919 0.159281  ],1.0
259,2,963,1850,1,[0.025    0.025    0.025    0.389217 0.975    0.618324],1.0
260,2,1068,2102,0,[0.025    0.025    0.025    0.442046 0.975    0.349292],1.0
261,2,980,1849,0,[0.025    0.025    0.025    0.274933 0.975    0.347475],1.0
262,2,972,1850,0,[0.025    0.025    0.025    0.274585 0.975    0.344233],1.0
263,2,967,1849,0,[0.025    0.025    0.025    0.313418 0.975    0.528825],1.0
264,2,927,1850,0,[0.02731825 0.02890863 0.02635395 0.335366   0.37687885 0.973505  ],1.0
265,2,927,1850,1,[0.02539155 0.02771433 0.02685223 0.37957    0.8250745  0.973927  ],1.0
266,2,1092,2168,0,[0.025    0.025    0.025    0.31278  0.975    0.893268],1.0
267,2,1062,1849,0,[0.02703215 0.02595518 0.02517345 0.97364825 0.25003475 0.480821  ],1.0
268,2,978,1936,1,[0.025    0.025    0.025    0.20265  0.325992 0.975   ],1.0
269,2,927,1850,1,[0.02714638 0.02902375 0.02596531 0.24361075 0.9748095  0.4644045 ],1.0
270,2,941,1850,0,[0.025    0.025    0.025    0.972469 0.734266 0.460088],1.0
271,2,1001,1850,0,[0.025      0.02860767 0.0254673  0.974468   0.4398845  0.181539  ],1.0
272,2,935,1850,0,[0.02526036 0.025      0.0267838  0.20807869 0.3728055  0.973902  ],1.0
273,2,939,1850,1,[0.025    0.025    0.025    0.21044  0.382048 0.975   ],1.0
274,2,927,1850,1,[0.025884   0.02705377 0.0262073  0.975      0.349695   0.91116775],1.0
275,2,927,1850,1,[0.02626325 0.02716634 0.02547252 0.21840662 0.974605   0.4923945 ],1.0
276,2,926,1850,0,[0.025      0.02510255 0.0250706  0.142394   0.373729   0.97428313],1.0
277,2,936,1849,0,[0.025    0.025    0.025    0.975    0.276023 0.755672],1.0
278,2,977,1850,0,[0.025    0.025    0.025    0.975    0.201787 0.960987],1.0
279,2,1061,2096,1,[0.025    0.025    0.025    0.975    0.25107  0.948752],1.0
280,2,989,1850,0,[0.0262569 0.0250329 0.025     0.755042  0.973154  0.209958 ],1.0
281,2,926,1850,0,[0.02612027 0.02752062 0.025      0.9733195  0.77502944 0.246816  ],1.0
282,2,955,1850,0,[0.02781445 0.0253415  0.025359   0.9721855  0.443306   0.929334  ],1.0
283,2,879,1850,0,[0.03497326 0.0326409  0.02963895 0.83190075 0.973328   0.95903331],1.0
284,2,929,1849,0,[0.02999959 0.02749222 0.026108   0.9690775  0.84975113 0.79832525],1.0
285,2,895,1850,0,[0.025      0.03519935 0.04102787 0.82565188 0.975      0.95023   ],1.0
286,2,925,1849,0,[0.02952315 0.0256229  0.02614165 0.7517985  0.975      0.721308  ],1.0
287,2,926,1849,0,[0.15898438 0.09094659 0.18282    0.61228306 0.96674591 0.75751144],1.0
288,2,618,1208,0,[0.025    0.025    0.025    0.775985 0.854975 0.975   ],1.0
289,2,956,1850,0,[0.025    0.025    0.025    0.60705  0.975    0.905468],1.0
290,2,790,1420,0,[0.025    0.025    0.025    0.975    0.516636 0.937999],1.0
291,2,969,1850,0,[0.025    0.025    0.025    0.645418 0.975    0.499589],1.0
292,2,963,1849,0,[0.025    0.025    0.025    0.633738 0.975    0.476942],1.0
293,2,941,1794,0,[0.025    0.025    0.025    0.754268 0.975    0.731551],1.0
294,2,939,1790,0,[0.025    0.025    0.025    0.906001 0.975    0.67721 ],1.0
295,2,953,1850,0,[0.025    0.025    0.025    0.673538 0.975    0.409959],1.0
296,2,800,1458,0,[0.025    0.025    0.025    0.534138 0.975    0.594769],1.0
297,2,786,1406,0,[0.025    0.025    0.025    0.674828 0.975    0.488771],1.0
298,2,794,1447,0,[0.025    0.025    0.025    0.650042 0.975    0.459979],1.0
299,2,980,1849,0,[0.0273029  0.03172197 0.02584615 0.97351225 0.966971   0.58871887],1.0
300,3,889,1654,0,[0.025    0.025    0.339934 0.643101 0.762701 0.936753],1.0
