id,surface_area,compactness,sphericity,volume,diameter,rectangulairty,eccentricity,curvature,A3,D1,D2,D3,D4
10,1.1154756670784711,8.216963349789769,0.12169945969463099,0.07078720770425048,1.0,0.2795500239868037,93.65228930260429,[  9  46 125  97 443  28 118 496],[13554  9820  6996  5852  4874  4074  3382  1238],[19547  5057  5352  3976  7265  5409   971  2213],[10941  9832 10949 10290  3945  2509  1020   304],[19694  6603  5134  4569  3699  2885  1925  5281],[10907 16858 10821  5320  3525  1828   463    68]
11,0.6217252466969816,26.57547607437843,0.037628676799664404,0.011898325471952253,1.0,0.29048443195551055,0.21499733160590762,[ 37  36  50 228 607 853  53  16],[13542  9143  8182  6143  4687  3900  2782  1449],[ 4731 16839  3175  1492 15537  3982  1435  2637],[10972  7188 13201 13652  2937  1194   584   100],[24217  7786  5336  3765  2732  3200  1565  1227],[ 5327 13924 12810  9026  5543  2302   810    86]
12,0.5903695931351141,2.5342600923800203,0.3945924899369196,0.07782691826497079,1.0,0.3709822977440627,0.3779364338910744,[143 278 151  45 151 673 317 137],[10969 11191  8790  6490  5305  4005  2245   836],[  953  8241 20963  2030  6416  6748  3580   900],[ 8482 12933  9531 12873  4345   984   617    66],[19043 10630  6742  4735  2730  1876  1516  2559],[ 6626 17053 14233  7267  3085  1239   303    25]
13,0.3928260926883318,5.9854598172789695,0.16707154179085387,0.02849050116419087,1.0,0.1742073457963223,0.28314537339457463,[485   2  29  22  51  32  56 947],[13233 10042  7636  6081  4707  3802  3080  1230],[ 1433 13406 16675 12460  4531   431   478   397],[24318 13379  7027  3644  1281   126    17    19],[41663  5020  1727   628   348   229   101    95],[15522 20928  8837  3111  1048   278    71    16]
14,0.8840697792725616,3.6166427228168727,0.276499526395335,0.16969169828031366,1.0,0.222141867987841,0.9202368739908127,[  8  53 328 317 241 163 443 377],[12089 10892  7751  6232  5194  3888  2739  1059],[11641 18420  8606  5248  4385   665   450   429],[13082 14745 11720  7569  2251   325   138    14],[20804 11528  6575  3858  2378  1588  1185  1928],[12628 20759 10939  3983  1209   280    44     2]
15,0.6218032981184287,26.537840063230938,0.03768204185485063,0.011906298710702961,1.0,0.29052375761915444,0.21497799631057454,[ 76 139 669 412 380 151  35  19],[13753  8884  7946  6159  4850  3973  2837  1441],[ 5273 18918  3588  1521 15785  2171  1161  1426],[12656  8440 12881 12243  2582   696   314    31],[26932  7918  4897  3448  2185  2546  1062   855],[ 5752 13651 12714  9133  5265  2291   884   153]
16,0.3935665271055717,3.615765885675291,0.2765665785945201,0.0937742206589065,1.0,0.47766721207533847,0.5391137825053818,[ 63 211 244 106 193 140 143 803],[ 9713 12073  9348  6835  5203  3821  2098   752],[ 7973 23666  9028  3975  2906  1449   401   445],[12515 17000 13297  4718  1679   506   108    20],[23968 12143  6404  3685  1812   866   423   542],[ 8077 19044 13643  6361  2215   457    45     1]
17,0.3761658804769499,2.820053282430673,0.35460322903476327,0.1028052096196137,1.0,0.4284709360407109,0.34392960859346955,[ 84 225 133  55 153 805   4  89],[ 9824 11034  9162  7644  5973  3780  1878   509],[  869 16067   788  1021 28224     0     0  2835],[ 8549  4206 20978  7620  6796   641   952    62],[16789  7512  4648  6730  6382  4193  1424  2126],[ 8469 16024  9465  8066  5788  1817   158    17]
18,0.5152190527593471,1.9127617038152325,0.522804277190086,0.20075487463231118,1.0,0.39873723497630276,1.2843547216019293,[ 12  61 188 361 145 267 718 211],[11102 11529  8557  6242  4932  3774  2735   962],[ 7206 13896  6288  3758  1818  4400  4720  7747],[ 5672 10163  9214 10772  8272  3264  1461  1015],[11167  9369  6728  4929  3671  3111  2446  8412],[ 6084 16174 14087  8297  3687  1178   296    30]
19,0.7979482707004262,2.2823874509369815,0.4381377051426887,0.10301768761458975,1.0,0.2537073889766083,0.061290115100796766,[ 34 343 567  19 143 335 581 176],[ 9879 12408  8656  6461  5280  4095  2298   784],[ 4009  6915  5146 11504 14443  1078  2914  3852],[ 4629  9278 16300  9037  6545  2470  1325   277],[10907 10077  8960  7001  4503  2975  1992  3446],[ 3163 12970 15683 11287  5152  1311   268    27]
20,0.9832102741848594,2.106849597352953,0.47464232912325616,0.22485150556178968,1.0,0.44798657818865634,0.4910936628140062,[229 414  42  92 120  82  30 615],[10978 10356  9047  7206  5645  3574  2213   794],[ 3864 29116  7345  1325  1953  3626  1060  1524],[15263 11869 10549  8157  2908   705   254   108],[24470  9582  4761  3008  2544  2019  1235  2194],[14933 18469  9724  4270  1712   603    89    13]
21,1.0862233105286234,1.9009554239807636,0.5260512621100364,0.30458947107985124,1.0,0.5570021682658478,1.79274963188024,[359 353 115  36  10 345 569 120],[10902  9916  9275  7557  5686  3664  2074   764],[ 3952 19924 11290  7069  5423  1854   285    41],[13127  7495 13149 11949  3196   708   190    24],[19562  9367  4507  3371  3352  2657  2054  4968],[10440 17501 11446  5909  2990  1293   247    12]
22,1.06207977087165,2.0359906495584053,0.49116139124553165,0.17454629444745046,1.0,0.5837324041874735,0.4861098722649646,[  1 262 795 634  27  11  12 157],[14841  5483  7029  9169  6889  3676  2170   584],[ 1806   606  1121 44030   190   572  1102   414],[37852  3034  3818  1840  2076  1011   189    21],[43891  3641  1079   323   211   195   133   368],[39940  8061  1295   392   107    28    12     6]
23,0.5863847553396275,1.916086178281615,0.5218971940483493,0.10777424957611023,1.0,0.5647467973833579,2.361811512493133,[  70  111  105   29   43   63   28 1327],[10085 12137  8767  6474  5256  3891  2371   865],[ 4830 13196 14233  9071  3111  2323  1508  1574],[ 6050 15701 14101  8228  3301  1725   673    67],[13264 13873  9213  5715  3340  1863  1078  1500],[ 3331 12712 16277 11400  4687  1171   235    33]
24,1.1888735633652328,2.0264642464075906,0.49347033966809306,0.19636133923071014,1.0,0.5252373042317219,0.26850434949052876,[ 56 133  98 165  99  70 277 998],[12623 11581  7247  5409  4400  4034  3438  1101],[ 5018 10510  7952  5331  6931  6240  6203  1648],[ 5292 10145 10207 10227  7397  3584  2024   957],[11944  9871  7074  5189  4002  3093  2226  6434],[ 5955 16875 14400  8049  3282  1057   193    22]
25,0.4202742010862575,1.8707589460446123,0.5345424123799181,0.2829051976255706,1.0,0.564924621261826,0.5592465510048632,[584   8  14  23  53  95 377  95],[10982 10485  9267  6932  5284  3842  2171   809],[18023 16663  7302   784  4920    60  1936    84],[15831 14175 11663  5226  1944   813   114     6],[25384  8556  5176  3735  2454  1581  1035  1851],[14727 18769  9814  4196  1725   479    52    10]
26,0.8116075826736167,2.2783136675433773,0.4389211258510614,0.15918161107128626,1.0,0.378689251726407,2.9920417189879522,[125  79  25 136  61 579 654 330],[ 8511 12924 10020  6997  5027  3523  2123   715],[ 4441  8394 10999  9994  8133  2844  2567  2468],[ 3432  9658 13945 11391  6562  3392   968   492],[7386 7129 8044 6812 5516 3986 2913 8054],[ 3520 10816 13598 12450  6897  2112   401    46]
27,3.938721096951052,1.873834672586657,0.5336650103819414,0.31599015540023884,1.0,0.4072731151116066,2.4956429775091014,[454 127  13 268 185 316  96   3],[12924  7226  8583  8429  6085  3916  1958   666],[ 1202  4309  4332  6681 31316  1257   588   102],[21523 10086  2845  4925  6624  3046   736     2],[28505  4265  5142  3367  1982  1533  1091  3902],[27206 12364  6692  2442   821   219    30    13]
28,1.087939060740703,1.7575707716908882,0.5689671312853821,0.0774387511465478,1.0,0.35978113003761253,0.04823459206680828,[171  22  20 101 391 866 253  89],[ 9490 11944  9447  7558  5459  3415  1989   535],[ 3558  9566 14603  7050  4993  1650  6256  2161],[ 5155  9398 13164 12091  6606  2138   642   643],[10041  9388  8682  7267  5106  3469  2354  3530],[ 2389  8905 12325 11629  8685  4478  1270   156]
29,0.49048498107574395,2.3254420388472954,0.4300257685612722,0.031398212073506446,1.0,0.3309802823182375,4.954413201555,[383  17  15   5  22  14 558 892],[10222 11011  9139  7754  5364  3568  2088   690],[10074 11434 16159  6306  5315     0     0   548],[ 8468 13994 14676 10161  1755   439   127   216],[18883 15148  8495  3677  2105   921   329   278],[ 3069  9965 12737 11376  7619  4082   911    77]
30,0.6239931633026863,2.3327936576640442,0.4286705756056262,0.04182454934354636,1.0,0.3286483992931222,0.2827096123360969,[146 301 401 161 132 147 256  15],[11846 10265  7554  8127  5140  3493  2346  1040],[ 2669  9128 23367  6572  2572  4572   394   537],[ 8377 13854 13566  9531  3280   622   439   142],[19653 14283  8088  3947  1749   955   461   675],[ 3964 13920 15566  9914  4630  1441   343    33]
31,1.239495137185553,1.818632018064144,0.549863848248123,0.12011907662177856,1.0,0.5395214293664311,3.585705915150845,[ 36 178  40  54  55 135 936 368],[12517  9315  7584  7690  6148  3895  2055   653],[ 2011  4007  4638  4571  7097 12346 14061  1126],[4793 9610 8431 5550 4892 6737 8050 1794],[ 6813  6540  6117  5253  4789  4543  4310 11492],[ 2027  7884 11523 12190  9871  5218  1064    80]
32,0.6370739044604936,2.0354329099280446,0.4912959769503537,0.06260024349432194,1.0,0.398355346011625,0.27725696326449045,[400  77  21  33  27 195 823 305],[10705 10374  8767  8071  5786  3458  2055   625],[ 7368  4148  8101 11747 10402  6432   534  1109],[ 7221  8308  7662 11620 10930  2523   941   636],[11536 10313  7941  6439  4404  2437  1650  5121],[ 3901 11055 13617 10700  6465  3340   699    64]
33,1.4809881949251429,1.7321800087650416,0.5773072053365575,0.11500353067301519,1.0,0.32954555673254093,0.39184552160433683,[ 87 212 247 314 321 226 300 230],[ 8074 12254 10454  7983  5723  3396  1555   383],[ 6968 13790 10470  3610  9346  5390    50   198],[ 4073 11054 13747 11433  6995  2406    82    32],[ 7999 10163  9798  7941  5366  3163  1976  3416],[ 2076  9735 14850 13505  6954  2347   319    36]
34,0.42278110836369076,3.088116257913461,0.32382200554705387,0.03380169526309304,1.0,0.2527779294499079,0.5396604522898039,[148 169 236 331 274 224 381 113],[12499 10486  7814  6354  4493  3833  3116  1220],[ 6891 12674  8556  7842  2566  3811  5388  2087],[ 9359 10380 10038 13029  5098   858   898   155],[20432  9657  5377  4046  3192  2603  1991  2517],[ 7073 17135 12969  7194  2994  1673   719    58]
35,2.1058287766674906,1.5031337175328519,0.6652768069372673,0.28339118712397227,1.0,0.4246542892382972,0.7208519509154582,[ 94  77  24 327 945 231  59 120],[ 8211 11742 10844  8572  5295  3026  1637   512],[  276  1443  5598 10881 10243 12670  7533  1195],[ 2863  7434  9930 10046  9239  7707  2367   253],[ 4413  6165  5641  4718  4238  3704  3359 17601],[ 2854 10682 13627 10967  7066  3448  1020   175]
36,1.440604142597922,1.7519362091255477,0.5707970386085774,0.22795312374075694,1.0,0.2835370566781249,0.812582051461529,[568 426   0  18  73  23  75 106],[12403  7247  7151 11372  6858  2765  1393   597],[ 2829  2046 14530 29817   373    82    44    65],[ 8765 12909  3945  3959 18007  2019    93    89],[18349  6151  3729  4258  6916  6519  2065  1799],[15515 19763 10860  3440   192    15     0     1]
37,0.8054837362828883,2.5963878005346492,0.3851504770566552,0.07719901815020846,1.0,0.24541572367602288,0.6522746949975659,[ 31 397 382 555 343 127  29  13],[11287 10319  9412  6806  4764  3463  2692  1100],[ 1536  5776 10635 10920 10418  4065  3688  2805],[ 6937  7305 10172 11755  8172  4562   714   226],[13963 10047  6362  4422  3334  2579  2109  7027],[ 8366 18262 13030  6252  2491  1041   327    74]
38,0.2945127412135059,5.980472277656631,0.16721087458862643,0.0124887537728857,1.0,0.26381801157522927,0.15403099982035534,[ 26 215 213 160 246 180 767  46],[12973  9266  7550  7168  5181  3933  2683  1065],[ 9997 23309 11363   524   887  1228  1248  1263],[19436 17991  6544  4708   902   106    94    38],[37766  5538  2518  1984  1308   560   114    31],[ 8223 18539 12033  6192  3074  1337   374    47]
39,0.9085992088505784,5.608016640836341,0.17831616131775008,0.06705349029299194,1.0,0.12012728302249512,22.44052470193451,[ 128    7   18   51  584   82   78 1051],[16880  9017  5725  4132  3518  3798  4363  2418],[2534 5542 8116 7249 6988 8051 9909 1462],[10742 11842  9307  7062  5698  3975  1148    77],[21203 12686  6822  3350  1668   899   669  2554],[10015 20354 12486  4455  1738   656   133    14]
40,0.3419658336584476,2.837442490242985,0.3524300504551776,0.02368360413773723,1.0,0.31471971568550006,6.67496405276751,[182 211 331 336 258 205 238  91],[13986 11084  6078  5018  4217  4125  3775  1579],[ 9491 13065 10144  4731  4919  4345  2019  1148],[ 8714 14787 11577  8610  3754  1688   629   103],[23004 13376  6907  3546  1749   765   331   184],[ 5201 14899 13699  9185  4796  1717   343    22]
41,0.36590197628505455,8.075754623267805,0.12382743739127577,0.014852721561679664,1.0,0.24168568973575946,0.22775652300939306,[105 560 267 240 195 206 205  46],[16007  9693  5647  4643  3809  3712  3875  2440],[ 3099 13260 11271  6662  5615  5067  3204  1648],[ 8637 13635 12746  8537  3496  1867   774   134],[23889 12871  7012  3569  1587   592   209    97],[ 4452 14267 14584  9839  4660  1666   331    27]
42,0.40785485982677394,4.6390555248051095,0.21556111899350694,0.033446993259816246,1.0,0.2241497067682605,0.4858184380914905,[256 702   9   4   1 280 601   6],[16264  3836  5707  9998  8173  3465  1730   676],[  481   830 33369 14782   183    60   112    32],[22127 22805  1755  1139  1375   457   117    74],[47181  2363   111    94    47    25    13    15],[41729  5067  2491   280   136   106    36     4]
43,0.4514609793464506,3.429953322867802,0.2915491570491387,0.10532444673988683,1.0,0.14901380659469404,2.7499255349863985,[568 656  18  13  55  64 176 143],[16058  7636  6675  5932  4672  3190  3453  2223],[10965 11980 10255  5914  5567  2836  1746   576],[17917 11575  9785  7061  3002   452    41     6],[29417  8306  4159  2589  1685  1103   712  1868],[19726 19790  7399  2411   434    63    13     3]
44,0.4706453549232849,3.0196071802653286,0.33116890386786385,0.033975762103714245,1.0,0.34337383021011264,0.42069496379715887,[ 72 226 487 274 264 150 101  24],[10679 11438  9143  6753  4845  3730  2439   787],[ 3981 12554 13799 14399  4071   558   257   195],[ 6916 14022 13920 11370  2895   541   116    34],[22763 13968  6698  3103  1891   919   350   122],[ 4215 15716 16413  9279  3525   637    27     2]
45,0.4450336413166001,3.2331887260451886,0.3092921832692372,0.03879165341573778,1.0,0.3379631794124773,0.3095092878210557,[228  12  75 355 637 291 241  42],[10019 11853  9253  6966  5042  3506  2243   957],[ 7349 13775 15222  4897  2632  2276  2219  1469],[ 8981 18436 11733  6886  2762   647   285   109],[22556 13520  6482  3561  1871   915   453   481],[ 5046 16544 15394  8547  3302   902    95     9]
46,0.3294173016935829,2.4561093140900554,0.407148002030391,0.057597304228472576,1.0,0.25158523553166995,2.371814544202922,[1461    0    0    0    0    0    0  209],[14339  6548  6169 10382  6401  2800  2065  1141],[ 5820  1078 41102   449   799   276    76   245],[35761 10298  1883  1239   616    42     5     1],[48741   614   286   103    59    13    16    13],[36823 11346  1341   260    56    13     5     1]
47,0.29687406646492936,10.309264453446245,0.09700013075770055,0.019594861772785247,1.0,0.21352254861092254,0.5012703037015552,[ 219   57   12   13   28   33   86 1481],[16935  6977  7141  5181  3644  3468  3612  2876],[ 2125  4780 20369  7939  6644  3458  1912  2607],[22400  3567  5226 10301  7029  1081   155    75],[37544  5007  1276   773   755   893   923  2663],[16984 18803  7443  4034  1846   463   234    27]
48,0.7915613693713558,1.6923335314590202,0.590900068698553,0.07133032549694943,1.0,0.3269287282839905,0.3132399376135696,[ 17  36 146  96  79 920 328  54],[11320 10742  8641  6593  5403  4129  2212   781],[ 3211  5154  9279 10456 12456  5926  1911  1428],[ 5306 11679  9617  8269  6500  5288  2693   469],[10417  9846  8338  6391  4959  3673  2472  3725],[ 1955  9688 14050 12421  7626  3231   771    79]
49,2.0456705253016687,1.2151306708493574,0.8229567601161902,0.2499979776131768,1.0,0.46290512810714596,0.6751172461937818,[ 10  36 169 314 306 267 135 762],[10934  9774  9462  7770  5605  3667  2034   589],[  648  1120  1981  3756 10991 12589  9404  9346],[8982 9889 5406 6144 6295 6886 4868 1365],[14147  7415  5849  4502  3347  2434  1965 10176],[ 8482 15623 11777  7332  4121  1850   593    57]
50,0.9537759640380497,1.726293517111236,0.5792757663096546,0.082812237594944,1.0,0.3434358590132989,3.071818130358618,[148 146 123  83 136 809 367  65],[14523  9557  6747  5146  4988  4175  3175  1523],[ 5259  3815  6129  8198 10965  5217  5979  4272],[ 6518  8790 10756  6074  5942  6347  4701   706],[11373  9758  7762  6105  4358  3552  2680  4246],[ 3139 10699 12936 11099  7510  3480   903    68]
51,1.0249272416457673,1.48054583083135,0.6754265752371098,0.08157001542038456,1.0,0.3701745341960995,0.44239483120092554,[ 41 235 360 347 189 128 239 346],[10344  9697  9440  8512  5963  3650  1705   528],[ 1259  4606  7765  3948 32232     0     0    29],[16837 21707  8336   527   626   694   737   375],[41274  6129  1181   752   335   102    28    38],[15813 18763  9109  4485  1138   429    79    23]
52,1.9685403354515156,1.4544499383117753,0.6875451493096633,0.1547362309444845,1.0,0.2674759805306098,0.4169402051353939,[ 372 1037   48   31   36   63   33  146],[10037 11470  9623  6900  5195  3690  2186   738],[  773  3180  7033 12689  9517  8452  3871  4324],[ 4689  9539  9678 10174  9019  4929  1526   285],[9958 9514 7074 5565 4522 3636 2734 6836],[ 3477 12778 15013 10724  5005  1995   726   121]
53,0.46481415996377506,4.8087481304695165,0.20795433091280702,0.019233752618723097,1.0,0.33632877802475836,9.016650228668968,[136  82 206 169 109  73 486 792],[17236  9183  4898  3781  3561  4024  4902  2252],[ 6112 10258  7529  8014  8056  6107  1604  2157],[ 9293 12635  9721  7990  4702  2655  2045   796],[19791 15459  8496  3952  1454   504   134    47],[ 1531  7746 13228 13706  9508  3586   515    17]
54,0.5596952453226498,4.8255029254714525,0.20723228551401196,0.0217486132787577,1.0,0.3212488049680463,0.10542981087078224,[  8  31 242 292 286 189 298 728],[14968 10435  5741  4384  4033  4430  4314  1528],[ 2965  8989 11147  9148  9839  5072  1448  1225],[ 8701 14140  9145  7695  4987  3072  1706   387],[18474 14830  9088  4826  1906   542   135    32],[ 1971  8086 12807 12887  9046  4134   844    58]
55,0.5059883947471631,4.046002890963121,0.24715751000414077,0.023690148732575994,1.0,0.3877663263536304,10.93970539370296,[ 64 130 190 204  62 169 432 795],[15966  9930  5407  4118  3910  4052  4658  1802],[ 4572  9666  8763 10148  8178  5627  1716  1173],[ 8592 13688  9654  7874  4751  3179  1705   400],[18240 15551  9171  4439  1704   557   132    49],[ 1365  6601 11788 13613 10610  4845   951    70]
56,0.4825122982353035,6.749236253097307,0.1481649126656498,0.01594028326338819,1.0,0.29520137377919864,0.0895532361636273,[148 155 186 261 184 257 257 598],[16263  9473  5499  4335  3664  4229  4545  1854],[ 3595  7293  7795 11090 11976  6084  1112   917],[12047 12012  7701  7218  4909  3358  2077   540],[22468 14411  7609  3396  1390   447   112    29],[ 2190  9176 13435 12582  8450  3447   552    30]
57,0.49100452011984663,8.334807767080067,0.11997877190997652,0.015412243347012331,1.0,0.3278439221727044,0.1286803980405202,[ 96 142 179 170 184 367 421 473],[16308  9622  5690  4212  3880  4003  4176  1963],[ 4038 10528  8014  8498  9259  7053  1094  1370],[ 9751 13073  9747  8074  4238  2485  1804   682],[21213 14648  7711  3794  1583   619   204    82],[ 1382  7048 12152 13594 10103  4593   903    79]
58,0.9203816751840088,1.6553311120734069,0.6041087445927581,0.07929293075560306,1.0,0.30143321889322283,3.1494282984794264,[ 53 426 178 660 292 198  86   9],[ 9634 11140 10118  7620  5098  3405  2114   702],[ 7550 11228 12744  3996  5205  1853  2751  4504],[ 4851  6332 10087 12466  8544  5232  1612   707],[8448 8227 6700 5932 4939 3992 3369 8224],[ 2190  8927 12438 11323  8099  4563  1929   362]
59,6.963611598325114,5.2569527678384524,0.19022426948895316,0.011620871747124149,1.0,0.26225267067009755,0.053095775860213155,[10 12 11  2  6 14 22 17],[19709  6565  2909  3538  2878  2714  4409  4092],[10352 12957 13009     0     0  8490   539  1467],[11676 14297 10377  4637  3971  1488   177   191],[29795 11430  4271  1076   204    27    10     1],[ 9387 13233 12698  8078  2861   482    67     8]
60,0.6320907556452422,2.550602866580823,0.3920641716130966,0.041655474028968895,1.0,0.30208181672362716,0.12275240699137248,[195 493 499 181 130  48  37  23],[14207 10440  6376  5143  4388  4156  3666  1461],[ 2882 10929  9438  5728  5950 11228  2905   777],[ 8351 12708 11840  6903  5044  3087  1453   451],[16615 14879  9213  4982  2515  1045   412   176],[ 1999  9295 14513 13635  7692  2280   389    34]
61,0.4529239664520778,4.68616447392547,0.21339413193116707,0.029081785011683868,1.0,0.3560987436242341,0.07425414329497669,[  67  182   63   26   34  268  276 1105],[16952  9501  4938  3939  3697  4111  4624  2065],[ 7805  9904 15514  7607  4107  3150  1308   432],[ 9112 13182  9932  7922  5662  3052   879    86],[20915 14429  8577  3921  1288   467   160    70],[ 2425 10545 14454 12326  6960  2617   459    41]
62,0.6221400311598413,13.684493590157846,0.07307541148027717,0.025193379605620257,1.0,0.3093889384558741,4.0021263176939605,[ 19  15 274 397 125 349 506 192],[12554  9964  8428  6742  4630  3300  2608  1614],[  568  3956  5984 13422 14987  9305  1277   341],[ 6713  6431  8227 11433  9506  6043  1331   156],[14337  8683  5951  4024  2680  2396  2649  9120],[ 3195 11031 13202 10655  7070  3497  1047   143]
63,1.3731244551849597,1.857242850384944,0.538432547899018,0.14071702506527362,1.0,0.25672047606827725,0.7086720239410818,[ 29 525 407  37 218 140 174 709],[10351 10928  9234  7440  5493  3640  2109   694],[ 4999 28187  7739  5624  1295  1491   440   114],[ 8166 15572  9910  8307  4650  2303   878   103],[18313 10211  6954  4190  3063  2344  1579  3235],[11539 16982 11679  6492  2489   595   103    10]
64,0.5313793187507527,7.392610813954889,0.1352702076663253,0.024793617297350235,1.0,0.27821997933954695,0.1390502504028341,[ 10  73  63  33 364 534 638 221],[18817  8177  4407  3357  3214  3712  5059  3102],[ 3528 10007 10628  7665  7044  4503  3428  3042],[ 8403 11535  9324  7426  5885  4513  1964   795],[19392 14189  8727  4047  1813   879   376   422],[ 3060 11092 14245 11950  6430  2432   566    70]
65,0.7838423124375682,2.923093921283053,0.34210327376722244,0.06163706430239436,1.0,0.2481497201339361,4.2763241446893225,[ 64 166 263 156 130 219 133 800],[10559 11133  8849  7193  5432  3862  2252   563],[ 3110  7254  6204 14610 16273  2182   157    53],[13323 17046 10254  6386  2112   369   281    72],[25080 14029  6221  2622  1018   487   190   196],[ 5174 15864 16739  9011  2503   462    74    16]
66,1.506039030224561,2.1415029091486195,0.46696177517571624,0.06983759341995378,1.0,0.3868666931686648,2.8477156190275434,[398 530 321 243  71  87  73  73],[12513 10076  7742  6566  5111  4045  2623  1166],[  524  7627 10622 17534  8974  1418  1823  1320],[ 6216 12803  9450  5265  7834  5210  2491   573],[12536 11659  8541  6160  4618  3186  1809  1333],[ 2422  9819 13312 11698  7905  3736   874    76]
67,0.5171822538253196,4.328554078148513,0.231024028335055,0.022603946535880236,1.0,0.2514616580820772,0.1053062031190881,[223 288 914 165 118  52 110   7],[15432 10238  5869  4416  3877  4312  4132  1570],[ 1315  6326  7387 10626  8392  6002  4885  4913],[ 6682 11722  9603  7216  6337  4763  2687   836],[14095 12109  9144  6688  4384  2252   877   297],[ 2483  9833 14530 13270  7302  2137   273    18]
68,0.4074214227463281,4.002000511980468,0.24987503050196527,0.015531162113861215,1.0,0.33793966564287076,10.990933196801212,[  8 130 453 647 320 225  87   9],[16727  9856  5021  4023  3664  3978  4234  2331],[11240 12203  9491  5966  1765  3566  3171  2432],[ 9336 16230 10852  6606  3911  1899   656   344],[25145 15407  6034  1968   788   325   129    38],[ 3524 12313 15131 11500  5724  1444   183    15]
