id,surface_area,compactness,sphericity,volume,diameter,rectangulairty,eccentricity,curvature,A3,D1,D2,D3,D4
29,-0.6777261458431633,-0.043105590721942866,-0.1135599514720445,-0.7762901818578513,1.0,-0.5994446505229617,-0.0263556231994948,[383  17  15   5  22  14 558 892],[10036 11162  8964  7820  5581  3606  1992   690],[ 9998 11420 16431  6252  5259     0     0   491],[ 8358 14097 14762 10182  1705   437   101   209],[19054 15059  8497  3650  2100   908   339   244],[ 3328 10441 13304 11204  7488  3484   563    39]
30,-0.6018142409806895,-0.04278104563838205,-0.11799371712044725,-0.6955507973956461,1.0,-0.6087592313880631,-0.026484046822940137,[146 301 401 161 132 147 256  15],[11802 10437  7660  8025  5025  3531  2385   957],[ 2659  9258 23471  6450  2576  4483   417   508],[ 8695 14093 13195  9470  3175   618   414   162],[20138 14013  8073  3808  1754   872   466   698],[ 3824 13463 15285 10232  4912  1650   402    54]
31,-0.2518437260302437,-0.0428978722975914,-0.11654629085408673,-0.08925428353084948,1.0,0.2335617039811772,-0.026393248520921803,[ 36 178  40  54  55 135 936 368],[12548  9323  7293  7785  6054  4017  2134   690],[ 2066  3996  4653  4611  7171 12194 14079  1074],[4866 9645 8322 5414 4821 6646 8143 1987],[ 6872  6696  6041  5205  4777  4660  4386 11207],[ 2041  7598 11539 12205  9794  5370  1202    95]
32,-0.5943766145990029,-0.04401353528144608,-0.08744936774126608,-0.5346681485743083,1.0,-0.3303185956118762,-0.026484196714502767,[400  77  21  33  27 195 823 305],[10485 10412  8788  8039  5870  3481  2086   697],[ 7372  4310  8127 11786 10157  6447   508  1151],[ 7275  8191  7745 11591 10850  2636   895   675],[11475 10399  7871  6335  4494  2533  1624  5127],[ 3978 11307 13112 10619  6507  3368   877    90]
33,-0.11453230647309742,-0.04097721342900456,-0.13000332141477636,-0.12886800601018172,1.0,-0.605175584426278,-0.026481046712028014,[ 87 212 247 314 321 226 300 230],[ 8125 12403 10329  8096  5678  3240  1538   418],[ 7031 13882 10565  3541  9252  5286    48   222],[ 3900 10890 13788 11476  7126  2500    90    57],[ 7784 10467  9665  8059  5412  3210  1878  3352],[ 2946 10819 15500 12931  5784  1647   187    13]
34,-0.7162221380618427,-0.0440108293948118,-0.08759018775971852,-0.7576781085797215,1.0,-0.911819727569215,-0.026476983327304342,[148 169 236 331 274 224 381 113],[12604 10472  7709  6491  4535  3764  2990  1259],[ 6842 12907  8382  7773  2645  3693  5451  2131],[ 9126 10408 10033 13109  5129   940   926   153],[20381  9554  5471  4093  3192  2522  2007  2604],[ 6334 16476 12945  7797  3315  1803   968   186]
35,0.240748081621841,-0.043163315946243404,-0.11261796688826492,1.1750909376497625,1.0,-0.2252688865513484,-0.026472002431503355,[ 94  77  24 327 945 231  59 120],[ 8267 11772 10671  8614  5405  3034  1573   496],[  288  1291  5603 10907 10324 12614  7652  1153],[2901 7650 9756 9783 8978 7863 2587  314],[ 4476  6169  5635  4724  4296  3841  3307 17384],[ 2924 10758 13728 10941  6901  3321  1091   168]
36,-0.13749442225573988,-0.044156278505364376,-0.07890977472570336,0.7457901201709899,1.0,-0.78895405428228,-0.026469480800653675,[568 426   0  18  73  23  75 106],[12356  7079  7387 11281  6865  2817  1378   566],[ 2798  2044 14569 29750   389    74    31    74],[ 9090 12942  3863  3816 17877  1930   110   101],[18501  6165  3756  4179  6671  6477  2153  1827],[10299 15611 12079  7861  3230   539    97    13]
37,-0.4986198533431606,-0.04364657383579432,-0.1018538687446631,-0.4216182779351048,1.0,-0.9412276611095248,-0.02647388759812892,[ 31 397 382 555 343 127  29  13],[11335 10252  9407  7024  4682  3429  2648  1048],[ 1554  5763 10553 10968 10369  4036  3773  2809],[ 6945  7290 10123 11763  8056  4619   808   221],[13743 10100  6404  4557  3288  2598  2220  6915],[ 7826 18279 13337  6354  2613   984   336    96]
38,-0.7891547173356597,-0.04236025337227437,-0.1221947752908007,-0.9227210889121376,1.0,-0.8677207154806558,-0.026487584156455333,[ 26 215 213 160 246 180 767  46],[12910  9251  7492  7229  5282  3975  2655  1060],[ 9968 23555 11385   539   858  1099  1196  1254],[19268 17716  6820  4602  1196   109    98    45],[38703  5103  2634  1975  1080   306    46     7],[ 9158 19392 11447  5728  2724  1140   247    18]
39,-0.4399890502504954,-0.042308779391738,-0.12262261527399572,-0.5001831327849117,1.0,-1.4416855740325054,-0.02587493563960116,[ 128    7   18   51  584   82   78 1051],[16923  8772  5799  4087  3555  3855  4477  2382],[2583 5491 8110 7315 6953 7997 9938 1463],[10509 11932  9370  7133  5802  3902  1125    77],[20893 12759  6981  3457  1684   894   667  2515],[ 9537 19414 12938  4895  1951   855   230    30]
40,-0.7621731902185626,-0.043923721676387036,-0.0917856158004609,-0.8360304990918884,1.0,-0.6643966061664105,-0.0263083258120611,[182 211 331 336 258 205 238  91],[14236 11091  5957  4915  4295  4250  3671  1420],[ 9505 12829 10207  4800  5020  4369  1945  1160],[ 9388 14869 11756  8377  3356  1558   470    61],[22837 13292  7114  3598  1756   732   316   190],[ 4500 13812 13949  9655  5272  2087   505    55]
41,-0.7485632514752059,-0.04137507009184562,-0.12834658291879775,-0.90441501466839,1.0,-0.9561270803307951,-0.026485557465624563,[105 560 267 240 195 206 205  46],[15844  9872  5773  4721  3709  3563  3729  2610],[ 3087 13118 11358  6870  5386  5167  3146  1689],[ 8774 13932 12820  8364  3433  1713   671   114],[23941 12889  6823  3571  1622   666   216    93],[ 3936 13884 14472  9940  5187  1816   529    57]
42,-0.7247091082234318,-0.04410371286706546,-0.08233113066674748,-0.7604248470239469,1.0,-1.0261736176744645,-0.026478463426892185,[256 702   9   4   1 280 601   6],[15927  3906  5658 10058  8388  3423  1751   731],[  464   802 33440 14743   186    80    93    34],[22247 22788  1730  1122  1422   382   105    46],[47170  2375   115    85    54    11    16    16],[43643  5173   740   168   105     8     2     3]
43,-0.6999149454898512,-0.044988659973507206,0.3172033139438789,-0.2038208162520293,1.0,-1.3262999149634371,-0.026416223853747492,[568 656  18  13  55  64 176 143],[16025  7754  6595  6050  4501  3189  3552  2137],[10810 12024 10239  5807  5631  2926  1771   595],[17269 11518  9228  7529  3467   702    83     7],[29364  8212  4122  2641  1686  1100   745  1933],[21666 19437  6617  1776   269    30     4     4]
44,-0.6890068313252893,-0.04360224924875243,-0.10312501922369627,-0.7563301712165765,1.0,-0.5499392924921194,-0.026480253650175943,[ 72 226 487 274 264 150 101  24],[10569 11313  9201  6836  4857  3747  2494   823],[ 4055 12563 13981 14242  3982   573   255   189],[ 8001 15444 14917  9924  1157   315    69    13],[22801 13940  6705  3202  1812   905   341   134],[ 2779 12081 15621 11356  5631  1964   383    25]
45,-0.7035694890908688,-0.04413874606122746,-0.08009129069459738,-0.7190369118390029,1.0,-0.5715518450278142,-0.026483310108513118,[228  12  75 355 637 291 241  42],[ 9890 11880  9125  7166  5094  3505  2251   936],[ 7206 13927 15310  4856  2705  2211  2202  1430],[ 9112 18610 11508  6886  2756   620   280    75],[22426 13485  6557  3582  1899   919   472   507],[ 5564 16568 15167  8262  3253   899   126     8]
46,-0.7693082058317726,-0.04494672611599115,0.2106493561453814,-0.5734098683522767,1.0,-0.9165838790421188,-0.026426618002813998,[1461    0    0    0    0    0    0  209],[14289  6695  6262 10332  6318  2800  2006  1136],[ 5920  1069 40973   498   818   217    83   260],[36033 10082  1954  1234   526     3     3     3],[48754   602   262   123    47    15    16    19],[30971 13101  4348   912   348   107    35    16]
47,-0.7878120827881328,-0.043976955503056636,-0.08929707535637359,-0.867692868457147,1.0,-1.0686232272632008,-0.02647803866009508,[ 219   57   12   13   28   33   86 1481],[17011  6944  7204  5208  3581  3384  3566  2954],[ 2236  4901 19985  7884  6592  3561  1942  2751],[21823  3775  4802  9946  8012  1250   152    92],[37550  4866  1224   739   788   928  1004  2753],[16753 18678  7286  4121  2164   557   241    52]
48,-0.5065360227855112,-0.04348111100008418,-0.10625019874806364,-0.4670642116460316,1.0,-0.6156283644034876,-0.02648320755415473,[ 17  36 146  96  79 920 328  54],[11224 11072  8530  6447  5347  4138  2262   806],[ 3290  5095  9256 10639 12423  6014  1753  1356],[ 5139 11807  9549  8556  6419  5225  2638   493],[10522 10020  8183  6490  4751  3519  2593  3748],[ 2039 10084 14364 12485  7220  2945   642    47]
49,0.2065424817986605,-0.04281348768073783,-0.11760642459264635,0.9165008775654347,1.0,-0.07247797553031407,-0.02647325966377107,[ 10  36 169 314 306 267 135 762],[10917  9817  9593  7528  5680  3601  2079   623],[  619  1199  2020  3757 10876 12802  9358  9207],[9285 9812 5338 6298 6137 6894 4785 1289],[14220  7409  5985  4494  3457  2353  1981  9939],[ 8339 15283 11957  7353  4207  1906   705    88]
50,-0.414301834047094,-0.04299022520544304,-0.1152901685185665,-0.378150675546918,1.0,-0.5496915217862043,-0.026407375130221164,[148 146 123  83 136 809 367  65],[14633  9493  6657  5095  4934  4296  3198  1544],[ 5135  3800  6270  8052 10910  5347  6078  4258],[ 6640  8647 10743  6196  6090  6277  4658   599],[11436  9782  7862  5960  4441  3558  2621  4190],[ 2876 10316 12692 10875  7879  3861  1202   149]
51,-0.3738456692899461,-0.04239355858427449,-0.1219093699592326,-0.38777018536533053,1.0,-0.4428853271643456,-0.026479657127826645,[ 41 235 360 347 189 128 239 346],[10332  9706  9841  8449  5863  3548  1618   489],[ 1242  4463  7583  3940 32589     0     0    29],[16965 21662  8182   543   623   677   754   440],[41319  6073  1232   747   294   116    21    44],[18191 19370  8216  3107   745   173    41     3]
52,0.1626867454964719,-0.03974322154993532,-0.13358488685374645,0.17881375028192434,1.0,-0.8531091559513193,-0.026480356867279363,[ 372 1037   48   31   36   63   33  146],[10168 11573  9591  6925  5049  3597  2213   714],[  778  3116  7185 12662  9542  8431  3890  4226],[ 4692  9606  9731 10268  9247  4845  1217   224],[9785 9697 6887 5447 4593 3724 2841 6856],[ 3988 14000 15265 10090  4361  1603   469    54]
53,-0.6923224117610142,-0.04054007119766016,-0.13149241599059291,-0.8704892225427208,1.0,-0.5780803731434937,-0.026243953615080296,[136  82 206 169 109  73 486 792],[17426  9235  4779  3843  3519  3991  4897  2165],[ 6092 10523  7587  7821  7883  6246  1545  2158],[ 9138 12826  9617  8135  4601  2667  2086   785],[19854 15221  8655  3983  1481   487   134    40],[ 1241  6545 11832 13285 10760  4998  1133    61]
54,-0.6383736289608121,-0.03886300790029213,-0.13527762359273582,-0.8510146653285715,1.0,-0.638316511477812,-0.02648892018744905,[  8  31 242 292 286 189 298 728],[15139 10160  5914  4455  4014  4474  4272  1453],[ 2943  9033 11035  9255  9907  5064  1421  1223],[ 8617 13963  8939  7450  5177  3295  1900   540],[18471 14726  9168  4827  1958   573   121    37],[ 1947  7996 12614 13024  9398  3989   848    65]
55,-0.6689110032501212,-0.04122697979759686,-0.12900272859845224,-0.8359798191124144,1.0,-0.3726158630237617,-0.02619108944943655,[ 64 130 190 204  62 169 432 795],[16078 10005  5394  4150  3737  4166  4682  1634],[ 4549  9821  8716 10047  8212  5590  1712  1199],[ 8264 13459  9849  7872  4875  3272  1744   511],[18049 15527  9363  4454  1765   522   133    33],[ 1504  7008 12103 14002 10250  4294   660    25]
56,-0.6822593626931492,-0.0376554006202394,-0.13695118972035827,-0.8959931633426195,1.0,-0.7423615692802662,-0.02648935662936212,[148 155 186 261 184 257 257 598],[16360  9392  5517  4295  3770  4159  4444  1882],[ 3702  7332  7804 10979 11893  6136  1059   914],[12052 12170  7790  7307  4672  3367  1971   490],[22466 14295  7633  3509  1333   427   122    34],[ 2389  8917 12841 12408  8783  3707   726    48]
57,-0.6774307392408832,-0.036704955510046065,-0.13793093042261628,-0.9000821944870626,1.0,-0.6119726718186287,-0.026488281036314017,[ 96 142 179 170 184 367 421 473],[16267  9496  5581  4325  3918  4093  4316  1857],[ 3987 10497  7816  8613  9361  6967  1156  1456],[ 9599 13016  9892  7945  4208  2630  1877   686],[21054 14568  7785  3903  1662   630   183    68],[ 1635  7499 12364 13356  9985  4200   766    48]
58,-0.4332896146920944,-0.043032714438216865,-0.1146750825569067,-0.4054034547907384,1.0,-0.7174688003771199,-0.026405241651755347,[ 53 426 178 660 292 198  86   9],[ 9680 11329  9930  7534  5190  3479  1958   717],[ 7436 11136 12661  4174  5188  1837  2853  4532],[ 4686  6457 10202 12508  8636  5005  1641   682],[8383 8163 6833 5823 4920 4157 3275 8263],[ 2339  9336 12571 11393  7826  4206  1883   263]
59,3.002852555289186,42.22325158257349,-0.14563322358264807,-0.9294417865771892,1.0,-0.8739733852266349,-0.02649035883317586,[10 12 11  2  6 14 22 17],[19651  6602  2951  3508  2965  2777  4405  3991],[10457 12898 12899     0     0  8622   477  1497],[11669 14504 10287  4493  4029  1460   184   224],[29865 11507  4159  1046   233    33     4     3],[ 9950 14282 12692  7552  2088   256    28     2]
60,-0.5972100013807652,-0.042668599611260606,-0.1192570417550846,-0.6968600814206282,1.0,-0.714878011355903,-0.02648844399487416,[195 493 499 181 130  48  37  23],[14455 10166  6393  5109  4430  4102  3656  1480],[ 3038 10735  9302  5854  5896 11189  2933   844],[ 8403 12646 11810  6748  5196  3057  1485   446],[16844 14744  9209  4877  2456  1082   405   174],[ 2360  9284 14286 13081  7748  2545   434    53]
61,-0.6990831003090919,-0.04327182580980833,-0.11068875068594172,-0.7942281106126184,1.0,-0.4991103127702973,-0.02648977719648589,[  67  182   63   26   34  268  276 1105],[16779  9396  4836  4058  3808  4189  4679  2076],[ 7718  9836 15607  7744  4056  3159  1281   420],[ 8719 13240  9873  7962  5751  3246   948    82],[20684 14554  8619  3963  1256   500   164    81],[ 2577 10485 14460 12300  6956  2592   418    33]
62,-0.6028679201528477,-0.03871558253024029,-0.1355157079677634,-0.8243391122898052,1.0,-0.6856901080463931,-0.026381801258493903,[ 19  15 274 397 125 349 506 192],[12418  9725  8386  7038  4383  3328  2824  1745],[  584  4124  5916 13470 14929  9168  1270   386],[ 6642  6457  8417 11586  9660  5783  1186   116],[14325  8552  5988  4092  2683  2326  2694  9187],[ 3096 10908 12987 10637  7187  3692  1174   166]
63,-0.1758629441365547,-0.04291870335905303,-0.11627212937769753,0.07025193955008321,1.0,-0.8960714379270204,-0.02647233725376369,[ 29 525 407  37 218 140 174 709],[10284 10993  9307  7459  5602  3599  1975   622],[ 4894 28045  7950  5652  1245  1467   474   114],[ 8011 15232  9824  8479  4683  2436  1052   124],[18251 10079  6809  4368  3066  2380  1613  3275],[11936 16973 11612  6310  2369   541    84    16]
64,-0.6544738850512201,-0.041002927874465016,-0.12990590042867833,-0.8274347883517774,1.0,-0.810192832687013,-0.0264879959724204,[ 10  73  63  33 364 534 638 221],[19109  8082  4413  3400  3202  3667  4904  3079],[ 3517 10139 10703  7450  7060  4466  3442  3079],[ 8144 11566  9514  7283  5976  4555  1936   882],[19464 14112  8753  3995  1804   866   423   439],[ 3270 11705 14623 11762  6056  1968   429    43]
65,-0.5109250295550712,-0.042986024805659766,-0.11534964979560518,-0.5421268076478546,1.0,-0.9303068598438294,-0.026374263648752384,[ 64 166 263 156 130 219 133 800],[10517 11018  9113  7161  5241  3895  2279   641],[ 3149  7232  6116 14531 16418  2185   180    54],[13158 17087 10330  6425  2138   411   239    77],[25076 14112  6072  2704  1058   424   211   208],[ 4998 14704 16362  9771  3198   700   111    21]
66,-0.10028856055239847,-0.03328975046372567,-0.14015323629956947,-0.4786236179784874,1.0,-0.3762093992174893,-0.026413535635907943,[398 530 321 243  71  87  73  73],[12739 10079  7661  6519  5201  3997  2526  1130],[  522  7606 10579 17513  9075  1469  1804  1284],[ 6069 12872  9645  5444  7715  5141  2434   532],[12474 11741  8425  6247  4773  3119  1705  1368],[ 2310  9872 13744 12073  7609  3503   698    43]
